"ward","total_households","total_individuals","target","dw_00","dw_01","dw_02","dw_03","dw_04","dw_05","dw_06","dw_07","dw_08","dw_09","dw_10","dw_11","dw_12","dw_13","psa_00","psa_01","psa_02","psa_03","psa_04","stv_00","stv_01","car_00","car_01","lln_00","lln_01","lan_00","lan_01","lan_02","lan_03","lan_04","lan_05","lan_06","lan_07","lan_08","lan_09","lan_10","lan_11","lan_12","lan_13","lan_14","pg_00","pg_01","pg_02","pg_03","pg_04","lgt_00","pw_00","pw_01","pw_02","pw_03","pw_04","pw_05","pw_06","pw_07","pw_08","ADM4_PCODE","lat","lon","NL"
"93404024: Ward 24",4563.29951,16790.99128,29.4108442161,0.9579787499,0.0164960134,0.0018511452,0.0002267088,0.0002267088,0.0002241689,0.0016947386,0.0117356027,0.008612424,0.0002358403,0,0.0007178994,0,0,0.3849391077,0.4694468223,6.82E-05,0.0097131853,0.1358326928,0.1974230572,0.8025769428,0.1640602657,0.8359397343,0.0091870126,0.9908129874,0.003815306,0.0070378823,0.0011687988,0.0001267144,0.0014988793,0.084574273,0.0795169629,0.0017502933,0.0017390135,0.0023249973,0.796275393,0.0125512155,0.0068460461,0,0.0007742247,0.9977594694,0.0005097329,0.0004640488,0.0001287291,0.0011380198,0.8884565896,0.0550552138,0.1665263278,0.566748219,0.1565317088,0.0339804586,0.0064373355,0.0147207366,0,0,"ZA9344024",-23.0884556939,29.6789882693,5.8521100402
"93404025: Ward 25",3932.51344,15051.85908,35.4837523454,0.9663581544,0.0164972736,0.0008330525,0.0009281748,0.0002736698,0.001353305,0.0016782651,0.0070119786,0.0023466264,0.0002963092,0.0002963092,0.0021268815,0,0,0.4232422757,0.4099128697,0.0005001987,0.0266298188,0.1397148371,0.124020044,0.875979956,0.1482762281,0.8517237719,0.0137327821,0.9862672179,0.0051122183,0.0031081543,0.001167883,0.0007167267,0.0015304428,0.0449854816,0.0309003517,0.0020174259,0.0005078396,0.0020162074,0.8722667885,0.026792982,0.0088774981,0,0,0.9980192806,0.0003619892,0.0007382384,0.0004294592,0.0004510327,0.7570849599,0.0793487333,0.1270571754,0.4989795229,0.1833754572,0.0250073754,0.0080596902,0.0781720456,0,0,"ZA9344025",-23.0448175252,29.6685084119,5.0187762626
"93404026: Ward 26",4205.97575,14430.86714,33.1248341125,0.9196357397,0.0435887653,0.0014275356,0.0006325381,0.0002558764,0.0006698137,0.0020995223,0.0127544649,0.0084407382,0.0077383328,0.0008967883,0.0018598847,0,0,0.3783953006,0.4754104007,0.000153128,0.0192559579,0.1267852127,0.1344488636,0.8655511364,0.1356678293,0.8643321707,0.0254622462,0.9745377538,0.0465050155,0.0093560989,0.0054821889,0.0006292248,0.0025326274,0.0557803091,0.0503895166,0.0060319778,0.000974376,0.0012871056,0.7728931797,0.0121938341,0.0353901782,0,0.0005543672,0.9536491928,0.0260167166,0.0002291269,0.0187372753,0.0013676884,0.7730540101,0.1129796647,0.2083260561,0.4069521846,0.1801304632,0.0189288609,0.0271471656,0.0455356049,0,0,"ZA9344026",-23.1321759779,29.4887627036,0.0004988464
"93404027: Ward 27",2601.87497,10476.79674,38.0447658482,0.9677477661,0.0030048715,0.0035234207,0.0004136286,0.0003976133,0,0.0008410051,0.0072772175,0.0158987847,0,0,0.0008956925,0,0,0.3989436393,0.4635573793,0,0.0149174107,0.1225815707,0.3370911747,0.6629088253,0.1996175435,0.8003824565,0.027787173,0.972212827,0.004554331,0.0038273063,0.0007249974,0.0006248351,0.0013407934,0.0013686473,0.0019700592,0.0008155613,0.0011390008,0.0057685141,0.9625602558,0.008793264,0.0065124343,0,0,0.9995906048,0.0002063121,0,0.0001015415,0.0001015415,0.9487453388,0.1844013819,0.3612554526,0.2447415565,0.0538726117,0.0148760376,0.0047233669,0.1361295927,0,0,"ZA9344027",-23.0527161227,30.3604693651,12.6320514622
"93404028: Ward 28",4453.73444,15854.22046,30.2682797585,0.8698722571,0.0486709284,0.000760308,0.0021257105,0.0004645719,0.0192402132,0.0005012782,0.0262546233,0.010108234,0.0008395404,0.0171898776,0.0039724573,0,0,0.3265596131,0.538923266,0.0003487898,0.0115209468,0.1226473843,0.2087121656,0.7912878344,0.1649250466,0.8350749534,0.0314078785,0.9685921215,0.0578604506,0.0067928461,0.0029696427,0.0004017151,0.0011121411,0.0035167002,0.0053318661,0.0017236716,0.0001363353,0.0029841461,0.7294590137,0.1657196837,0.0149904974,0,0.0070012903,0.9399348614,0.0009190316,0.000546194,0.056408002,0.002191911,0.8957328493,0.191177227,0.3202955989,0.1175820869,0.0704298705,0.0905989873,0.0136016529,0.1963145764,0,0,"ZA9344028",-23.0765120345,30.2680809288,6.1010231775
"93404029: Ward 29",2851.64499,11649.03748,29.456078963,0.9087488517,0.0361469995,0.0019202145,0.0003773997,0,0.0040783337,0,0.0317695542,0.0157098833,0,0.000493964,0.0007547994,0,0,0.3497918388,0.4973586565,9.42E-05,0.0189337609,0.1338215164,0.3017407998,0.6982592002,0.1531871188,0.8468128812,0.0213186916,0.9786813084,0.0021472186,0.0015835171,0.0008487053,0.0004665699,0.0005607176,0.0014880491,0.0017981039,0.0001896157,0.0004775236,0.0048323452,0.9536550972,0.0072917561,0.0201968927,0,0.0044638881,0.9980813213,0.0010076163,0.0004514665,0.0001771674,0.0002824285,0.9811642087,0.1088614961,0.3235550334,0.31838635,0.0895026383,0.027420496,0.0234871698,0.1087868164,0,0,"ZA9344029",-23.0440461775,30.3261305854,8.7963453803
"93404030: Ward 30",3023.13084,11315.35322,27.7169214416,0.9270773242,0.0269778598,0.0027060622,0,0,0,0.0011563244,0.0203058462,0.0120666759,0.0004659441,0,0.0092439631,0,0,0.3522282188,0.5141553389,0.0001407132,0.0186204916,0.1148552374,0.4183102575,0.5816897425,0.1596085699,0.8403914301,0.0232194251,0.9767805749,0.0211429714,0.0259541849,0.0014658933,0.000894589,0.0022724143,0.0022288434,0.0056266268,0.0012246122,0.0002419041,0.0048474448,0.8858008995,0.0368190716,0.0114805448,0,0,0.9808157124,0.0016109245,0.0003790558,0.0164634489,0.0007308583,0.8868145416,0.0914033082,0.5022758228,0.2531293717,0.0389736092,0.0113329299,0.0039034897,0.0989814685,0,0,"ZA9344030",-22.9889913186,30.2310874515,5.7325095176
"93404031: Ward 31",3307.49167,12729.78511,29.8665565498,0.9052573396,0.0206897936,0.0054353304,0.0020080081,0,0.0331810873,0.0012040726,0.0091419127,0.0142894237,0.0007351674,0.0012040726,0.006853792,0,0,0.380444115,0.4612176246,0.0001671403,0.0308760475,0.1272950726,0.398655967,0.601344033,0.1693938779,0.8306061221,0.0166290245,0.9833709755,0.0240411898,0.0076024551,0.0009713644,0.0005967563,0.0008992179,0.0289277303,0.0040412458,0.0002560255,0.0002501566,0.0020036261,0.89933153,0.0105251148,0.0205535873,0,0,0.9735818148,0.0006291567,8.36E-05,0.0245989188,0.0011065395,0.8980011248,0.14557048,0.3929626163,0.2425279759,0.0830915109,0.0422545494,0.0127828198,0.0808100478,0,0,"ZA9344031",-23.0609181747,30.1836531035,4.5435854237
"93404032: Ward 32",3762.46286,14847.28255,36.0961630861,0.9748635951,0.0091680825,0.0022676716,0.0006493486,0,0.0003097014,0.0031906149,0.0030275169,0.0035842586,0.0013445103,0,0.0015947001,0,0,0.3891372566,0.4696132977,0.000221458,0.0134692284,0.1275587592,0.4822183148,0.5177816852,0.1835755928,0.8164244072,0.0233545588,0.9766454412,0.0079883258,0.0049628253,0.0002934416,7.49E-05,0.0003637878,0.0010294045,0.0014483155,0.000806,7.17E-05,0.0025540728,0.964919559,0.0011046399,0.0143830731,0,0,0.9941719517,0.0002149545,0.0009666793,0.0042662864,0.0003801281,0.9708153239,0.120140851,0.5112968238,0.1797397091,0.0642837708,0.0161928668,0.0614273545,0.0469186239,0,0,"ZA9344032",-22.8630691022,30.1217774108,10.4999843789
"93404033: Ward 33",3461.76723,14274.37308,34.6365789591,0.9622506595,0.0217642623,0.0033985503,0.0009052313,0.0004069049,0,0,0.0042625454,0.004599148,0.0002888698,0.0009206165,0.001203212,0,0,0.3845886835,0.4500189608,8.02E-05,0.0232233414,0.1420887999,0.3764732269,0.6235267731,0.2203215466,0.7796784534,0.0421471088,0.9578528912,0.0055242328,0.0016539949,0.0005388825,0.0002293341,0.0006811725,0.0016786461,0.0009872616,0.0001524368,0.0005298131,0.0015034075,0.9493591035,0.0032869226,0.0126479404,0,0.0212268517,0.9933487909,0.0009492606,0.0010597775,0.0031081652,0.0015340057,0.887257515,0.1109061253,0.424265074,0.142330338,0.0373713111,0.018311624,0.0264446261,0.2403709015,0,0,"ZA9344033",-22.8811622821,30.1709500309,11.1582366444
"93404034: Ward 34",3527.71539,14076.12364,35.20221851,0.9604160442,0.0149811207,0.0003303101,0.0025347481,0,0,0.0026004507,0.0033602541,0.0114544104,0.0011289063,0.000965693,0.0022280624,0,0,0.4073612393,0.4451492272,0.000232498,0.0148465277,0.1324105079,0.4052154162,0.5947845838,0.1732509889,0.8267490111,0.0173301877,0.9826698123,0.0029210123,0.0032712309,0.0015891136,0.0001593244,0.0010277432,0.0035206141,0.0016263071,0.0008535205,0.0003871478,0.0030235043,0.9731016855,0.0020998899,0.0064189064,0,0,0.9984364246,0.000389419,0.0003253765,0.0006917927,0.0001569871,0.9675138305,0.1115285153,0.3015490912,0.2253816457,0.1491973762,0.107354165,0.0160974976,0.088891709,0,0,"ZA9344034",-22.8860377894,30.0868130197,11.5307856953
"93404035: Ward 35",3472.43669,13642.96936,30.8049037461,0.9462093865,0.0169695563,0.001906016,0.0002979291,0.0002879822,0.0004056546,0.0051674117,0.0114423886,0.0138663205,0.0005759644,0.0006198587,0.0022515313,0,0,0.4258251306,0.4330662684,0.0006298299,0.0131064862,0.1273722849,0.5010816166,0.4989183834,0.2852675825,0.7147324175,0.071524777,0.928475223,0.0034287675,0.0106349363,0.0012238333,0.0001609122,0.0009585274,0.003531243,0.0039817483,0.0002398796,0.0007208343,0.0026391527,0.9450241095,0.0039163828,0.0191418036,0,0.0043978696,0.9963558688,0.0003154445,0.0027019829,0.0001609122,0.0004657916,0.9366746784,0.2997161771,0.2438506229,0.1231708389,0.0282641611,0.0057701902,0.0193501382,0.2798778716,0,0,"ZA9344035",-22.8727787908,30.035124124,8.2097624298
"93404036: Ward 36",3938.94003,15788.15041,37.1903953562,0.9297327281,0.0156480854,0.0030159814,0,0,0,0.0008287509,0.0113017029,0.0242830912,0,0,0.01518966,0,0,0.4264459652,0.4192568013,0.0006137774,0.0177758339,0.1359076221,0.3769942189,0.6230057811,0.1507190832,0.8492809168,0.007021917,0.992978083,0.0033234241,0.0030733556,0.0011757166,6.95E-05,0.0005485386,0.0071992949,0.0093884981,0.001099764,0.0002725842,0.0023978939,0.9624416759,0.0036255665,0.005257486,0,0.0001266773,0.9985895162,6.95E-05,7.25E-05,0.0005564262,0.0007120099,0.938194106,0.0233499823,0.0489159085,0.1351190259,0.012284089,0.0503088035,0.0640544507,0.6659677401,0,0,"ZA9344036",-22.853387267,29.9458881766,4.7566411069
"93404037: Ward 37",2820.78412,11000.51149,43.5068402186,0.8483151238,0.1302504071,0.0018780983,0.0003626474,0,0,0.0022422808,0.0082176051,0.0059285076,0.0003667562,0.0003815287,0.002057045,0,0,0.4318532174,0.4108900958,0,0.0178670992,0.1393895876,0.3620741526,0.6379258474,0.1299539364,0.8700460636,0.0114092177,0.9885907823,0.0035370673,0.0021092083,0.0018412253,9.67E-05,0.0014864482,0.0040407867,0.0059974948,0.0008940721,0.0005907834,0.0017635725,0.9732329592,0.002257195,0.001425241,0,0.0007272389,0.9985049432,0.0007928913,0.000208174,0.0003005769,0.0001934146,0.9317659304,0.0199122009,0.0269459153,0.4912688994,0.2757090996,0.1690221795,0.0154217013,0.001720004,0,0,"ZA9344037",-22.767302977,30.1388338914,1.6091900092
"93404038: Ward 38",2907.89165,11367.09443,34.1301021309,0.9682128493,0.0139398695,0.0014660691,0.0003895228,0,0,0.0003557698,0.0054793066,0.0090443569,0,0.0003557698,0.0007564862,0,0,0.3711910054,0.4671184552,0.0003814959,0.0218441363,0.1394649072,0.4181583657,0.5818416343,0.1546317106,0.8453682894,0.0203949793,0.9796050207,0.0051637233,0.003075662,0.0008848286,0.0010048373,0.0009460852,0.0012586858,0.0017404219,0.0002867179,0.0002908835,0.0014266882,0.9709988289,0.0018041119,0.0108546059,0,0.0002639197,0.9984968877,0.0001098918,0.0002879073,0.0001972949,0.0009080183,0.9157317467,0.0825394027,0.51320928,0.1696629584,0.1218562287,0.0268085539,0.0670376181,0.0188859581,0,0,"ZA9344038",-22.9193044103,30.1246507313,12.3175126071
"93501001: Ward 1",1623.61383,5987.64315,34.642307155,0.9359253056,0.0123479547,0.0028047926,0,0,0,0,0.0258857366,0.010464816,0.0052054619,0.0073659326,0,0,0,0.4117020685,0.4578263586,0.0001776709,0.0066175503,0.1236763517,0.1136559794,0.8863440206,0.1329258694,0.8670741306,0.0068408385,0.9931591615,0.0008964178,0.0030725345,0.0048926413,0.001473341,0.0077804202,0.9466904687,0.0023620062,0.0021704667,0.0012662962,0.0001776709,0.0022303483,0.0164663003,0.0105210879,0,0,0.99760862,0,0.0009427416,0.0001776709,0.0012709675,0.8464326643,0.0359947599,0.1818487035,0.4370022273,0.1339781394,0.0974738802,0.0456242418,0.0680780478,0,0,"ZA9351001",-23.3742919844,28.867375703,0.3788577123
"93501002: Ward 2",1803.56277,7521.2904,39.2137951484,0.9793672443,0.0095321495,0,0,0,0,0.0029891225,0.0013546243,0.0067568594,0,0,0,0,0,0.4412093715,0.4177814714,0,0.0060143031,0.1349948541,0.1093062095,0.8906937905,0.1142226228,0.8857773772,0.009955567,0.990044433,0.0008684441,0.0040213857,0.0047335122,0.0010251778,0.0058816091,0.9714269416,0.0005572834,0.0031430737,0.0028857641,0.0001414425,0.0011793349,0.001479185,0.002656846,0,0,0.9976756395,0.0002873829,0.0004441166,0.0002936783,0.0012991827,0.9528340342,0.0390529352,0.3354401133,0.3381164715,0.046222877,0.0395317597,0.01992438,0.1817114633,0,0,"ZA9351002",-23.2969667387,28.9802162509,1.0245060642
"93501003: Ward 3",1588.77653,7116.26098,42.7762493445,0.9354687849,0.0249920799,0.002028435,0,0,0,0.0013547657,0.0208250307,0.0113425643,0.0008866005,0.0017732009,0.001328538,0,0,0.4624907138,0.3857888809,0.001207481,0.0195574488,0.1309554754,0.0453582355,0.9546417645,0.0987249982,0.9012750018,0.0056354433,0.9943645567,0.0010464498,0.0088157377,0.0048508395,0.0010969651,0.0086803759,0.9695653264,0.0001542467,0.0039524141,0.0007474642,0.0001494928,0.0004712938,0.0001542467,0.0003151472,0,0,0.9990802277,0.0001494928,0,0.0002989857,0.0004712938,0.9431559831,0.0299873702,0.1703850195,0.1679953316,0.0854569459,0.2147264789,0.0957531265,0.2356957275,0,0,"ZA9351003",-23.2398950557,28.8916280638,1.5132685479
"93501004: Ward 4",1406.68241,6253.60935,40.7660247916,0.9374665387,0.0184351918,0.0022992539,0.0010013703,0.0010013703,0,0,0.031047072,0.0062769392,0,0.0007354467,0.0017368171,0,0,0.5180313989,0.3351082235,0,0.0087228042,0.1381375733,0.0672235249,0.9327764751,0.144195725,0.855804275,0.02139109,0.97860891,0.001044488,0.0048293487,0.0084619948,0.000521163,0.0145464123,0.9599161067,0.0001778349,0.004815579,0.0003402291,0.0005265727,0.0017541566,0.0003661917,0.0026999224,0,0,0.9992988401,0,0.0003532104,0.0003479495,0,0.9446638918,0.0966866501,0.2134607129,0.3396896532,0.0452684483,0.005486441,0.0452886448,0.2541194497,0,0,"ZA9351004",-23.2498243005,28.5832064318,0
"93501005: Ward 5",1965.07824,7153.80473,42.6002432351,0.8784797393,0.027524843,0.0017697463,0.0008061918,0,0.0005929738,0.004455848,0.0363594123,0.019349657,0.0015230131,0.01075232,0.0183862552,0,0,0.3990611231,0.4665706873,0,0.0115371712,0.1228310183,0.0569865045,0.9430134955,0.099138816,0.900861184,0.010375251,0.989624749,0.014866798,0.0157822507,0.0083720625,0.0015657221,0.0090465399,0.9156293996,0.0032192324,0.0053176151,0,0.0002225697,0.0020894518,0.0033669552,0.0192633312,0,0.0012580718,0.9860285423,0.0014235837,0.0005948331,0.0105314281,0.0014216127,0.7049774313,0.0759731684,0.6467542432,0.0978701387,0.0604134877,0.0337018591,0.0196066137,0.0656804891,0,0,"ZA9351005",-23.07457449,28.7367294574,1.77288532
"93501006: Ward 6",1650.44983,6999.13836,38.4446693542,0.9327247045,0.0379560704,0.0095603573,0,0,0,0.0015055411,0.0121329226,0.0055006034,0.0006198007,0,0,0,0,0.4733141338,0.3828044528,0,0.0138711046,0.1300103089,0.0664601177,0.9335398823,0.1086574804,0.8913425196,0.0036126575,0.9963873425,0.0021700143,0.0023218758,0.006660717,0.0004608167,0.0090568377,0.9723139778,0.0006197091,0.0040153457,0.0004656502,0.0003204209,0.0006292432,0,0.0009653917,0,0,0.9986016893,0,0.0004608167,0.0004677147,0.0004697793,0.9202765588,0.0681307047,0.3575506139,0.1418571627,0.1583775255,0.0410407628,0.0188416815,0.2142015489,0,0,"ZA9351006",-23.1080997717,28.8048788457,1.2520118528
"93501007: Ward 7",1913.22735,8538.66811,40.8647644515,0.9019600676,0.06063973,0.0011497745,0,0,0,0.0007362481,0.0242435171,0.0105344145,0.0007362481,0,0,0,0,0.4743935773,0.3806599048,0.0022680786,0.008599053,0.1340793863,0.0732152925,0.9267847075,0.1111957552,0.8888042448,0.0063086491,0.9936913509,0.0025291439,0.0043646959,0.0039142147,0.0002491794,0.0072099113,0.9756420899,0.0005118281,0.0018784616,0.0021744984,0.000134097,0.0001245897,0.0007610074,0.0005062827,0,0,0.9997468586,0,0.0002531414,0,0,0.8930370403,0.0302376871,0.1365549996,0.3988957141,0.1531285291,0.0342498919,0.0010693449,0.2458638332,0,0,"ZA9351007",-23.1589641616,28.89094148,2.3687737672
"93501008: Ward 8",1293.06558,5317.53004,37.343285404,0.9507532325,0.016331082,0.0007911045,0,0,0,0.001089357,0.0150258504,0.0149200167,0,0,0.001089357,0,0,0.4198160487,0.4323161247,0,0.0174085505,0.1304592762,0.1226229995,0.8773770005,0.1289466154,0.8710533846,0.0109254861,0.9890745139,0.001221994,0.0074215453,0.0038718277,0.0006156242,0.0141447419,0.9581853853,0.0034813626,0.0034660961,0.0042881431,0,0.0010371996,0.0010375494,0.0012285309,0,0,0.9975405705,0,0.0006370777,0.0004001219,0.0014222299,0.9525236531,0.0296611716,0.4978288727,0.1798495866,0.0354058995,0.0089851359,0.001701213,0.2465681207,0,0,"ZA9351008",-23.2418394034,29.0710416846,3.9657235448
"93501009: Ward 9",2245.29323,9533.27524,42.8444711429,0.9402069012,0.0184007235,0.0025286096,0.0004607594,0.0009061355,0.0006273613,0.0025075166,0.029441954,0.0035243637,0,0,0.0013956752,0,0,0.4652084177,0.3832353119,0.0001115912,0.0159660375,0.1354786417,0.0897841036,0.9102158964,0.1190859156,0.8809140844,0.0163892045,0.9836107955,0.0018204289,0.0032957603,0.0044326361,0,0.0068117335,0.9665836355,0.0041937497,0.0034130925,0.0002231825,0.0002302797,0.0015899541,0.004898455,0.0020875092,0,0.000419583,0.9966984872,0.0013546897,0.0014969095,0.0004499136,0,0.8951671359,0.0169214201,0.1946532658,0.1415712994,0.1062361864,0.1364436395,0.0411482468,0.3630259421,0,0,"ZA9351009",-23.1132287051,29.0288067373,3.4893378052
"93501010: Ward 10",2115.32521,8917.6702,39.9855500233,0.9305381512,0.0389248753,0.0033443983,0.0005087681,0,0.0010344461,0.0015235151,0.0072684805,0.0128442709,0.000489069,0,0.0035240255,0,0,0.4243731238,0.4154622168,0.0001192946,0.023171283,0.1368740818,0.2314106775,0.7685893225,0.1443322656,0.8556677344,0.0156925469,0.9843074531,0.0026742086,0.0042967972,0.0087509774,0.0010920666,0.0116988807,0.9500635132,0.0006056806,0.0021954097,0.0004771784,0.0001283979,0.0079186411,0.0018625582,0.0082356903,0,0,0.9978603705,0.0002531065,0.0005044883,0.0004885592,0.0008934755,0.9481854424,0.0554341193,0.4701765598,0.3202324526,0.0689306776,0.0590124958,0.0015907814,0.0246229137,0,0,"ZA9351010",-23.1331923337,29.167873258,2.515012231
"93501011: Ward 11",1789.0945,7636.41913,40.9057291272,0.898701276,0.0348158636,0,0,0.0005782478,0.0017347435,0.0025821722,0.0163252696,0.0452624274,0,0,0,0,0,0.4346735955,0.4015853017,0.0001393101,0.010988124,0.1526136688,0.1163779666,0.8836220334,0.1453738358,0.8546261642,0.0109096753,0.9890903247,0.0022700784,0.0095519128,0.0072384306,0.0005635626,0.0073869583,0.9560037062,0.0035085646,0.0045530817,0.0005661004,0.0001437401,0.003726841,0.0011420641,0.0029521049,0,0.0003928543,0.9975716301,0.0004329909,0.0004391915,0.0011276267,0.0004285608,0.8805330294,0.1340635221,0.6379998541,0.0867530921,0.0264273352,0.0025951284,0.0909127271,0.021248341,0,0,"ZA9351011",-23.2050685759,29.1618300781,2.3363923903
"93501012: Ward 12",2189.35209,7496.57038,34.0793407971,0.902213353,0.0216307739,0.0131750668,0,0.0006433913,0.0019301738,0.0027723133,0.0066191318,0.0072503596,0.0385904169,0,0.0051750196,0,0,0.3606279249,0.4765621783,0,0.0170649275,0.1457449693,0.2343062189,0.7656937811,0.1614504545,0.8385495455,0.0328381672,0.9671618328,0.0287654153,0.0200564515,0.0106500581,0.0010738591,0.0090885614,0.8503071974,0.0065970207,0.0041062057,0,0,0.027728205,0.005442953,0.0312484827,0,0.0049355903,0.9710203681,0.0001419089,0.0010393873,0.0255650398,0.0022332959,0.9133096998,0.0726734365,0.4810550687,0.1211578901,0.0425737826,0.0318431285,0.0011159238,0.2495807698,0,0,"ZA9351012",-23.0437139631,29.1871345448,0.807046561
"93501013: Ward 13",1602.62319,6304.91152,36.3992954576,0.9725545966,0.0168068827,0,0,0,0,0,0.0077154381,0.0016060232,0,0.0006455292,0.0006715303,0,0,0.4517914393,0.3911660667,0,0.0214216947,0.1356207993,0.2565682954,0.7434317046,0.1437935763,0.8562064237,0.0075090078,0.9924909922,0.0010123822,0.0027803086,0.0025674381,0.0013575004,0.0075191539,0.9758141713,0.0005061911,0.0037798151,0.0003557021,0.0003557021,0.0005267243,0.0023533685,0.0010715424,0,0,0.9986038726,0.0003451182,0.0007006728,0,0.0003503364,0.9404856921,0.0148704887,0.2748139692,0.2034518045,0.066676815,0.0254302261,0.095021101,0.3197355955,0,0,"ZA9351013",-23.0047327381,28.9326079337,1.0295453481
"93501014: Ward 14",1666.5113,7436.52053,41.806973046,0.938211016,0.0410061966,0,0,0,0,0.0031495616,0.0089219977,0.0040706355,0.0033809792,0,0.0012596134,0,0,0.4631414243,0.3997724632,0,0.0129511684,0.1241349441,0.0517757905,0.9482242095,0.0804307778,0.9195692222,0.0094977274,0.9905022726,0.003651217,0.0070096693,0.0062718202,0.0008674272,0.0080204391,0.9439263943,0.0187494083,0.0038954791,0.0026172092,0.0003035183,0.0010233415,0.0021898628,0.0014742136,0,0,0.9986815756,0.0002906588,0.0004291644,0.0002906588,0.0003079424,0.9401404539,0.0132461148,0.0550215531,0.3520584529,0.1265064269,0.1561270482,0.0057335225,0.2913068816,0,0,"ZA9351014",-23.1521939049,28.9678954627,3.8700104428
"93501015: Ward 15",1780.63125,6873.68249,39.7926375829,0.9733230112,0.006614014,0.001208796,0.0005809962,0,0,0.0036320153,0.0090959596,0.0055452076,0,0,0,0,0,0.3973345996,0.4529540933,0.0003095371,0.007089942,0.142311828,0.1886041593,0.8113958407,0.1730644849,0.8269355151,0.0072795139,0.9927204861,0.0004550196,0.0091390998,0.008954388,0.0001547686,0.0050626691,0.9577577855,0.0009361925,0.0029910692,0.0010953255,0,0.0047555295,0.0038692375,0.0048289152,0,0,0.9977338363,0.0006358062,0.0008210839,0.0001547686,0.0006545051,0.9087099645,0.0612574333,0.3559251642,0.3373712553,0.091504246,0.0582967529,0.001208796,0.0944363523,0,0,"ZA9351015",-22.9479901027,29.0821954412,1.0463987515
"93501016: Ward 16",1590.30812,6477.36182,35.2584699121,0.9232076046,0.0123664212,0.0007327134,0.0012937682,0,0.0007327134,0.0544751416,0.0029159381,0,0.0007327134,0.0008857466,0.0026572398,0,0,0.436622367,0.4109478819,0.0008462566,0.0143804195,0.1372030751,0.1850445497,0.8149554503,0.1891694045,0.8108305955,0.0075323894,0.9924676106,0.0026718239,0.0060456527,0.0025014582,0.0004979373,0.0041744156,0.9735647576,0.0003336991,0.0035150885,0.00033593,0,0.0022158033,0.0013694032,0.0027740306,0,0,0.9975868215,0.0001642382,0.0017384701,0,0.0005104702,0.9255057693,0.0563059377,0.2425629318,0.214745574,0.0280673219,0.0679550325,0.0504640258,0.3398991763,0,0,"ZA9351016",-22.9225479134,28.8312919409,1.5239239677
"93501017: Ward 17",1811.24025,7335.03558,38.9874175996,0.9567901553,0.0130765977,0.0011653617,0.0011589628,0,0,0.0017007352,0.0065446978,0.0139274677,0,0.0006433382,0.0049926839,0,0,0.4276580496,0.4011306555,0.0052702348,0.014948072,0.1509929881,0.1718472577,0.8281527423,0.1867479977,0.8132520023,0.017610375,0.982389625,0.0028446938,0.0101140764,0.0075308524,0.0007473052,0.0057574949,0.9502292844,0.0085281495,0.0031042017,0.0055005023,0,0.0044278299,0.0007473052,0.0004683045,0,0,0.9970168543,0.0005847484,0.0006068832,0.0016464801,0.0001450341,0.9442696517,0.135656548,0.3797454148,0.2036722185,0.1370493671,0.1022552309,0.0269131607,0.0147080599,0,0,"ZA9351017",-22.806494539,28.8387067442,1.7828069847
"93501018: Ward 18",2222.76075,8848.22979,38.3423339646,0.8471036975,0.0607125756,0.0011579519,0.001528761,0.0016528949,0,0.0150314648,0.0394876552,0.0167623798,0.0084342366,0.0030444707,0.005083912,0,0,0.3714394221,0.4105489466,0.0002806844,0.067186075,0.1505448719,0.15704113,0.84295887,0.1933032964,0.8066967036,0.021387673,0.978612327,0.0193195966,0.0158164179,0.0100540472,0.0007995712,0.009296151,0.8803100705,0.0071382719,0.0075186565,0.0001202308,0.0011701131,0.026762274,0.0050178964,0.014077313,0,0.00259939,0.9739074724,0.0005217812,0.001696302,0.0209742937,0.0029001507,0.9128037464,0.1164762784,0.4194007475,0.0944087077,0.1880564204,0.1257465924,0.0061223143,0.0497889393,0,0,"ZA9351018",-22.7171862413,29.0303538318,0.2198970894
"93501019: Ward 19",4500.27545,15188.27697,35.9891372871,0.7619932753,0.0041194412,0.0030493622,0.0101599159,0.0004790018,0.0005719317,0.0397310436,0.0553042081,0.0481424043,0.0716999023,0.00210534,0.0026441737,0,0,0.4080807706,0.4200695084,0.000217157,0.0144764373,0.1571561267,0.1716808757,0.8283191243,0.192377371,0.807622629,0.018953862,0.981046138,0.0016130388,0.0107309355,0.0053445391,0.0008834142,0.0072999768,0.9101563731,0.0023266023,0.0048155146,0.00066503,0.0005362195,0.0109316528,0.0060943648,0.0119370361,0,0.0266653025,0.9895780515,0.0005301661,0.0032588832,0.0002335611,0.0063993381,0.7633479257,0.1676565398,0.5467032135,0.110754845,0.0323986813,0.0020592962,0.0026783361,0.1377490882,0,0,"ZA9351019",-23.2784996762,29.1434982305,5.0057398655
